web-scraper-order,web-scraper-start-url,subsite_link,subsite_link-href,label,label-des,title,Des,services,services-href,service-name,desription,sub-services,sub-services-href,inner-content
"1717287953-24","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","Connected government (G2G)","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","","","","","","",""
"1717287955-25","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","FAQs about connected government","https://u.ae/en/information-and-services/g2g-services/faqs-about-connected-government","FAQs about connected government","Find answers to frequently asked questions relating to connected government.","","",""
"1717287958-26","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","mSurvey","https://u.ae/en/information-and-services/g2g-services/msurvey","mSurvey","These are some of the features of the mSurvey service:","","",""
"1717287958-27","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","mSurvey","https://u.ae/en/information-and-services/g2g-services/msurvey","","These are some of the features of the mSurvey service:","","","Features of mSurvey
                            These are some of the features of the mSurvey service: 

    It provides an excellent usage experience based on inspired international experiences and developments
    It has user-friendly interface and excellent, simple design
    It is possible to create a special platform for each entity using the mSurvey
    The mSurvey can be published via websites and smart phones
    The mSurvey may be integrated within mobile applications of government entities
    It is possible to create preliminary reports about the mSurvey and explain and analyse results
    Results can be extracted from the system into an excel sheet
    The mSurvey supports privacy and security for each entity
    The mSurvey provides diverse range of questions and multi-choice questions
    Government entities can use their own logos in the surveys they launch."
"1717287958-28","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","mSurvey","https://u.ae/en/information-and-services/g2g-services/msurvey","","These are some of the features of the mSurvey service:","","","Updated on 23 Nov 2021"
"1717287960-29","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Measuring the digital government services, eParticipation and open data","https://u.ae/en/information-and-services/g2g-services/measuring-the-digital-government-indices","Measuring the digital government services, eParticipation and open data","","","",""
"1717287960-30","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Measuring the digital government services, eParticipation and open data","https://u.ae/en/information-and-services/g2g-services/measuring-the-digital-government-indices","","","","","Measuring the digital government indices (2014 -2022)
                            Earlier, TDRA implemented the digital government indices project which involves measuring the achievement of the federal entities in the field of digital transformation. This project evaluated the level of readiness of the UAE Government to provide round the clock digital services in a secure environment. This document (PDF, 715 KB) highlights the purpose of the project and the indices that depict the UAE's digital transformation and the entities responsible for each index."
"1717287960-31","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Measuring the digital government services, eParticipation and open data","https://u.ae/en/information-and-services/g2g-services/measuring-the-digital-government-indices","","","","","Updated on 24 Aug 2023"
"1717287963-32","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Internet Protocol 6.0 (IPV6)","https://u.ae/en/information-and-services/g2g-services/internet-protocol-6","Internet Protocol 6.0 (IPV6)","","","",""
"1717287963-33","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Internet Protocol 6.0 (IPV6)","https://u.ae/en/information-and-services/g2g-services/internet-protocol-6","","","","","TDRA’s effort to implement IPV6
                            Telecommunications and Digital Government Regulatory Authority-TDRA organizes extensive workshops in collaboration with government and private entities, at the local and international level, to discuss special technicalities of working with IPV6, the current situation and the basic requirements for building a comprehensive system.
 In addition, TDRA is collaborating with both Etisalat and du, the internet service providers in the UAE, and with the local eGovernments to develop the telecommunications sector and spread the usage of IPV6 on their networks in the country, which have a prominent impact on the economic and social growth.



TDRA, represented by the .ae Domain Administration Department established the UAE top-level domain infrastructure to comply with the IPv6. The .ae and the Arabic top-level domain (.Emarat) registry system are currently capable of assigning IPv6 Domain Name System delegation to their customers who wish to serve their websites through the IPv6 cloud.

    TDRA Launches IPv6 to Meet the Requirements of the Future - TDRA
    IPv6 Website - ITU"
"1717287963-34","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Internet Protocol 6.0 (IPV6)","https://u.ae/en/information-and-services/g2g-services/internet-protocol-6","","","","","Updated on 18 Nov 2021"
"1717287965-35","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Government Services Bus (GSB)","https://u.ae/en/information-and-services/g2g-services/government-services-bus","Government Services Bus (GSB)","Ministry of Community Development","","",""
"1717287965-36","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Government Services Bus (GSB)","https://u.ae/en/information-and-services/g2g-services/government-services-bus","","Ministry of Community Development","","","Beginning of GSB
                            GSB started with the commissioning phase with ten entities at the federal level. Entities, which participated in this phase, include:

    
    Ministry of Community Development
    
    
    General Pension and Social Security Authority
    
    
    Ministry of Health and Prevention
    
    
    Ministry of Human Resources and Emiratisation 
    
    
    Ministry of Interior 
    
    
    Ministry of Energy & Infrastructure
    
    
    Ministry of Justice
    
    
    Ministry of Education
    
    
    Ministry of Economy
    
    
    Ministry of Foreign Affairs 
    

During the trial phase, federal entities implemented the GSB successfully. The project received interest and support of the federal and local government entities. The trial phase included a connection between GSB and Institutional Service Bus established by Abu Dhabi Systems and Information Center. Consequently, Abu Dhabi Retirement Pensions and Benefits Fund could join the project in the trial phase.
The project contributes to the enhancement of government efficiency and service quality. During the commissioning phase, it provided 15 ancillary services to improve 10 main services provided by federal and local entities participating in the trial phase. Efficiency was reflected in saving 57,831 customer visits and 7,460 employee workdays per year (equal to the work of 30 employees per year). These numbers will be doubled after other government entities join the project and enlist their services.
8 government entities, including 6 federal entities and 2 local entities had joined GSB by April 2017. 11 services are completely connected to the GSB service. 
 
Read more about the Government Service Bus (PDF, 150 KB)."
"1717287965-37","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Government Services Bus (GSB)","https://u.ae/en/information-and-services/g2g-services/government-services-bus","","Ministry of Community Development","","","GSB statistics
                            About 144 government and private entities joined GSB for exchange of data and 276 unique services were provided via the GSB platform until mid-2021.
Customers carried out 57.6 million transactions in 2019 and 117.65 million transactions in 2020. There was an increase of 104% in the number of transactions in 2020 as compared to 2019. 
GSB, via the ’Mabrouk Ma Yak’ service, has contributed to the reduction of carbon emissions by 346,844 kg in 2020. There were 15,054 ’Mabrouk Ma Yak’ service transactions in 2020."
"1717287965-38","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Government Services Bus (GSB)","https://u.ae/en/information-and-services/g2g-services/government-services-bus","","Ministry of Community Development","","","Updated on 27 Sep 2023"
"1717287967-39","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Federal Network (FedNet)","https://u.ae/en/information-and-services/g2g-services/fednet","Federal Network (FedNet)","","","",""
"1717287967-40","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Federal Network (FedNet)","https://u.ae/en/information-and-services/g2g-services/fednet","","","Features of FedNet","https://u.ae/en/information-and-services/g2g-services/fednet/features-of-fednet",""
"1717287970-41","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","National Economic Register","https://u.ae/en/information-and-services/business/important-digital-services/national-economic-register","National Economic Register","Through the UAE’s National Economic register (NER), businesses can view online their business licence details which the government has on record and g","","",""
"1717287970-42","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","National Economic Register","https://u.ae/en/information-and-services/business/important-digital-services/national-economic-register","","Through the UAE’s National Economic register (NER), businesses can view online their business licence details which the government has on record and g","","","Objectives of NER
                            NER aims to:
 

    achieve integration and the smooth exchange and synchronisation of data between local and national registers
    provide a database on licensed economic sectors in the country including the size and capital invested and accurate statistics and reports to support decision-makers
    serve the government policies towards comprehensive digital transformation
    decrease the time taken to obtain accurate and timely data in NER 
    simplify and facilitate access to data for new investors, researchers, government and private entities and consumers within the UAE and abroad
    enhance the economic competitiveness of the UAE and attract more investments."
"1717287970-43","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","National Economic Register","https://u.ae/en/information-and-services/business/important-digital-services/national-economic-register","","Through the UAE’s National Economic register (NER), businesses can view online their business licence details which the government has on record and g","","","Project partners
                            Being responsible for the eServices index, Telecommunications and Digital Government Regulatory Authority (TDRA) handles system integration of NER in coordination with Ministry of Economy and the local business licensing authorities across the UAE. 
 
 
 
List of business licensing authorities in the UAE 
 
 
    Ministry of Economy 
    Abu Dhabi Department of Economic Development 
    Department of Economy and Tourism - Dubai
    Economic Development Department - Sharjah
    Department of Economic Development - Ras Al Khaimah
    Department of Economic Development - Ajman
    Department of Economic Development - Umm Al Quwain
    Fujairah Municipality
    Dibba Municipality (Arabic)"
"1717287970-44","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","National Economic Register","https://u.ae/en/information-and-services/business/important-digital-services/national-economic-register","","Through the UAE’s National Economic register (NER), businesses can view online their business licence details which the government has on record and g","","","Updated on 25 Mar 2024"
"1717287972-45","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","Basher (Doing business in 15 minutes)","You can set up","","",""
"1717287972-46","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","Services offered by Basher
                            Through Basher, the investor is offered the following bundle services:

    a trade licence
    a membership number in the Chamber of Commerce of the respective emirate
    an establishment card number from Federal Authority for Identity, Citizenship, Customs & Port Security
    a membership number from Ministry of Human Resources and Emiratisation
    a quota for three work permits
    renewal of commercial license for more than 1200 commercial activities.

 
The Basher platform provides other supporting services including:

    Business set up navigator - a tool which assist in setting up your business structure, estimating the different costs and knowing about set up processes.
    Calculation of licence issuance cost.


After submitting the application and paying the fees, documents will be issued electronically, and the investor can immediately start doing business."
"1717287972-47","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","How to apply for Basher?
                            At the time of applying for the service all the investors should have:

    valid Emirates ID
    valid UAE Pass account
    UAE Pass digital signature (required only for L.L.C.)

 
To speed up the process, please ready the following information before applying for the service:

    Company information (required only for L.L.C.)
    Investor Details (required only for L.L.C.)
    Partner’s Emirates ID number and address (required only for L.L.C.)
    Trade name."
"1717287972-48","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","Documents required
                            No documents have to be submitted at the service application phase. After issuance of the commercial licence and other documents, investor will have a grace period of:

    one year to submit a tenancy contract to Department of Economic Development in the respective emirate of the established business
    60 days for non-UAE nationals to:


    change his/her visa status to investor’s visa
    submit a valid no-objection certificate to Federal Authority for Identity, Citizenship, Customs & Port Security in case they are employed by a government entity or if the woman is a homemaker."
"1717287972-49","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","Goal and context
                            Basher was approved on the basis of the results of the UAE Government’s annual meetings, held in September 2017. It is a step in the UAE’s plan for mTransformation of government services. The project is assigned to Telecommunications and Digital Government Regulatory Authority (TDRA).
  
 The initiative aims to save 10 million waiting hours, 1,011 tons of carbon dioxide and 45,600 working hours, which can be allocated for innovation activities.
  
The project aims also to raise the UAE’s ranking in the national indicators through the optimal utilisation of mGovernment enablers on the federal and local levels. It will also attract more investors to the country and raise the UAE’s ranking in the World Bank’s ‘Ease of Doing Business’ report."
"1717287972-50","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","Functioning of Basher
                            Basher covers five main functions as follows:

    
    Providing trade names registry – Basher provides an automated verification of trade names throughout the Departments of Economic Development and other entities concerned
    
    
    Restructuring official procedures by providing registration and payment services online and notifying electronically to the entities concerned about licence status 
    
    
    Setting mechanisms to unify the registration process - by this procedure, a new company registered in economic departments and municipalities will be registered in other entities. It will enable customers to get commercial licence and establishment card and update other entities about any amendments to the commercial licence
    
    
    Setting mechanisms for issuance of company licences and certificates electronically by economic departments and municipalities and improvement of economic departments’ data
    
    
    Covering legal aspect: it covers plans and timelines for finishing legal updates and related policies and submitting them for approval by the authorities concerned."
"1717287972-51","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","Tracks of Basher
                            To activate the Basher service, the UAE government implemented the following associated projects:

    
    Digital signature: activating digital signature in the UAE as a secured means for eTransactions
    
    
    One-time application: centralising personal information of the customer with privacy protection and making it available for government entities concerned
    
    
    Dissemination and exchange of data: approving a policy or law for dissemination and exchange of data in the federal government, in coordination with local governments
    
    
    Digital transaction strategy: defining aspects of digital transactions strategy, frame of governance and government usages and initiatives.
    

 
Useful links:

    FAQs – Basher website (PDF, 450 KB)
    Digital signature and timestamp service – ICP
    TRA's 'Basher' Initiative covers 1200 business activities - WAM"
"1717287972-52","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Basher (Doing business in 15 minutes)","https://u.ae/en/information-and-services/business/important-digital-services/bashr","","You can set up","","","Updated on 17 May 2024"
"1717287975-53","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Mabrouk Ma Yak","https://u.ae/en/information-and-services/social-affairs/having-a-baby/mabrouk-ma-yak","Mabrouk Ma Yak","is an integrated eService for newborn Emiratis. Under this eService, a newborn Emirati can get:","","",""
"1717287977-54","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","The UAE Pass app","https://u.ae/en/about-the-uae/digital-uae/digital-transformation/platforms-and-apps/the-uae-pass-app","The UAE Pass app","The UAE Pass app is the first national digital identity solution that enables you to identify yourself to service providers in all emirates through a smartphone-based authentication. You can also sign documents digitally with a high level of security.","","",""
"1717287977-55","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","The UAE Pass app","https://u.ae/en/about-the-uae/digital-uae/digital-transformation/platforms-and-apps/the-uae-pass-app","","The UAE Pass app is the first national digital identity solution that enables you to identify yourself to service providers in all emirates through a smartphone-based authentication. You can also sign documents digitally with a high level of security.","","","Features of the UAE Pass app
                            Below are some of the features of the UAE Pass app:

    Use of face recognition technology (facial ID)
    The UAE Pass app uses biometric face recognition (facial ID) to register users. This helps to create a verified account in less than 5 minutes without having to visit government services centres for verification. Before the facial ID system was implemented, the registration process took 20 minutes and registrants had to visit government services centres to complete the verification process.
    
     
    
    Ability to store and share digital documents 
    The UAE Pass has a feature to store and share digital documents through the digital vault, without the need to provide paper documents. 
     
    You can request for a digital version of your official documents and use them securely, to get services from service providers when needed. The digital vault is powered by blockchain technology, providing you with optimal traceability and security. 
     
    
    Ability to sign documents digitally
    The UAE Pass has a feature to sign documents digitally. You can either upload and then sign a document on the app or on the UAE Pass website, or sign a virtual document to complete an official transaction. And, if someone shares a signed document with you, you can instantly verify it on the app or even on the UAE Pass website.
    
    

 
In addition, the UAE Pass offers the ability to:
4. sign in to services through a single mobile–based login
5. update your profile information
6. update your address records."
"1717287977-56","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","The UAE Pass app","https://u.ae/en/about-the-uae/digital-uae/digital-transformation/platforms-and-apps/the-uae-pass-app","","The UAE Pass app is the first national digital identity solution that enables you to identify yourself to service providers in all emirates through a smartphone-based authentication. You can also sign documents digitally with a high level of security.","","","Benefits of the UAE Pass app
                            By registering on UAE Pass, you can enjoy the following benefits:

    get a trusted digital identity
    no need to remember multiple usernames and passwords
    get customised services."
"1717287977-57","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","The UAE Pass app","https://u.ae/en/about-the-uae/digital-uae/digital-transformation/platforms-and-apps/the-uae-pass-app","","The UAE Pass app is the first national digital identity solution that enables you to identify yourself to service providers in all emirates through a smartphone-based authentication. You can also sign documents digitally with a high level of security.","","","Integration with the private sector
                            The UAE Pass app is required not only to access government services, but also to access services provided by the semi-government and private sectors. The app is used by the banking, money exchange and telecommunication services.
 
Etisalat has integrated the UAE PASS login on the ‘My Etisalat’ app and website, enabling all subscribers to log in seamlessly with their secure national digital identity. And so does Abu Dhabi Islamic Bank.
 
ADIB Mobile App - Sign in with your UAE pass


 
Find a list of private sector companies that use the UAE Pass app."
"1717287977-58","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","The UAE Pass app","https://u.ae/en/about-the-uae/digital-uae/digital-transformation/platforms-and-apps/the-uae-pass-app","","The UAE Pass app is the first national digital identity solution that enables you to identify yourself to service providers in all emirates through a smartphone-based authentication. You can also sign documents digitally with a high level of security.","","","Protection of privacy and digital identity
                            The following laws provide protection of the individuals' privacy and digital identity:

    Federal Decree Law No. 45 of 2021 regarding the Protection of Personal Data- (PDF, 350 KB-available in Arabic only)
    Federal Decree Law No. 34 of 2021 on Combatting Rumors and Cybercrimes
    Electronic Transactions and Trust Services Law."
"1717287977-59","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","The UAE Pass app","https://u.ae/en/about-the-uae/digital-uae/digital-transformation/platforms-and-apps/the-uae-pass-app","","The UAE Pass app is the first national digital identity solution that enables you to identify yourself to service providers in all emirates through a smartphone-based authentication. You can also sign documents digitally with a high level of security.","","","Updated on 08 May 2024"
"1717287979-60","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Open government data","https://u.ae/en/information-and-services/g2g-services/open-government-data","Open government data","Disclosing government data brings transparency in government transactions and makes them accountable for their actions. It facilitates public scrutiny and evaluation of government performance. Open data helps in the efficient use of resources, designing customised service delivery and creation of more jobs. Read about laws, policies and platforms related to open government data.","","",""
"1717287979-61","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Open government data","https://u.ae/en/information-and-services/g2g-services/open-government-data","","Disclosing government data brings transparency in government transactions and makes them accountable for their actions. It facilitates public scrutiny and evaluation of government performance. Open data helps in the efficient use of resources, designing customised service delivery and creation of more jobs. Read about laws, policies and platforms related to open government data.","","","Benefits of open government data and guidelines
                            What is open government data?
Government data that is freely available for anyone to use, reuse, distribute or share with others without restrictions is called open government data. As per the UN eGovernment Survey 2018 (PDF, 2 MB), open government data is government information proactively disclosed and made available online for all to access, without restriction.
 
Benefits of open government data
Disclosing government data brings transparency in government transactions and makes them accountable for their actions. It facilitates public scrutiny and evaluation of government performance. Open data helps in efficient use of resources, designing customised service delivery and creation of more jobs. It helps people to make informed decisions about public policies and identify development opportunities. Through all its endeavours, open government data helps to achieve the SDGs.
 
A document issued by World Bank (PDF, 1.5 MB) estimates the direct, annual economic value of open government data in two different studies as up to 40 billion euros throughout the European Union and close to 2 billion pounds in the UK. 
 
Increasingly many countries have launched an open data portal. In 2014, just 46 countries had an open data portal. However, in 2018, 139 countries had an open data portal as per the UN eGovernment Survey 2018. 
The UAE has two data portals: UAE Numbers and Bayanat.
 
The World Bank document brings out the key benefits of open data which are:

    Fostering in economic growth and job creation.
    Open data can promote economic growth by helping launch new businesses, create new jobs, increase efficiency in existing organisations and generally improve the climate for foreign investment. 
     
    
    Improving efficiency, effectiveness and coverage of public services
    Open data can help strengthen healthcare systems by connecting patients to providers, promote education and ongoing learning, and relieve hunger and improve food security on both a large and small scale. 
     
    
    Increasing transparency, accountability and citizen participation
    Open data can expose and prevent mismanagement and corruption. It also helps ensure environmental sustainability through transparent data that can help reduce pollution, conserve natural resources, and build resilience to climate change.
     
    
    Facilitating better information sharing within the government 

Open data can help improve cities and urban infrastructure. It is key to high-tech smart cities, modern urban planning and the transformation of urban transportation. It can also improve resilience to disasters and ensure that critical resources will be deployed well in emergencies.
 
A picture showing the benefits of open data 

Source: the UAE’s Ministry of Finance
 
Data Change Management Framework
The Dubai Data Change Management Framework provides a practical structure to facilitate transition within the Dubai government. Through a change plan guide, the Dubai Data Manual and supportive toolkits, the Change Management Framework will enable the growth of an effective and sustainable open and shared data culture.
 
Open Data Guidelines
The purpose of Open Data Guidelines is to guide the governmental bodies (ministries, agencies, Councils, etc.) what they are required to adhere to when they follow the Open data policy on their website. The scope of this document is limited to the websites of government agencies in the United Arab Emirates. As the document is open for continuous development, its scope can be expanded as dictated by the public policy of the Government of the United Arab Emirates and related instructions.
 
Related links

    UAE federal open data licence (PDF, 500 KB)
    UAE Smart Data Classifications (PDF, 500 KB)
    UAE Smart Data Framework (PDF, 500 KB)
    UAE Smart Data Principles (PDF, 500 KB)"
"1717287979-62","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Open government data","https://u.ae/en/information-and-services/g2g-services/open-government-data","","Disclosing government data brings transparency in government transactions and makes them accountable for their actions. It facilitates public scrutiny and evaluation of government performance. Open data helps in the efficient use of resources, designing customised service delivery and creation of more jobs. Read about laws, policies and platforms related to open government data.","","","Updated on 30 Jan 2024"
"1717287982-63","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Guidance and tutorials on eServices","https://u.ae/en/information-and-services/g2g-services/guidance-and-tutorials-on-eservices","Guidance and tutorials on eServices","Government websites in the UAE provide help and tutorials on how to use eServices through service cards, interactive pages and videos.","","",""
"1717287982-64","https://u.ae/en/information-and-services#/","Connected government (G2G)","https://u.ae/en/information-and-services/g2g-services","","[{""label-des"":""FedNet, Government Service Bus, SmartPass, mSurvey and more""}]","","[]","Guidance and tutorials on eServices","https://u.ae/en/information-and-services/g2g-services/guidance-and-tutorials-on-eservices","","Government websites in the UAE provide help and tutorials on how to use eServices through service cards, interactive pages and videos.","","","Find digital services of the key sectors
                            Below are links to eServices available in the following sectors:

    eServices for ICT - Telecommunications and Digital Government Regulatory Authority
    eServices for health - Ministry of Health and Prevention
    eServices for education - Ministry of Education
    eServices for social affairs - Ministry of Community Development
    eServices for labour issues - Ministry of Human Resources & Emiratisation
    eServices for human resources in federal government (PDF, 450 KB) - Federal Authority for Government Human Resources
    eServices for finance matters - Ministry of Finance
    eServices for business matters - Ministry of Economy
    eServices for tax matters - Federal Tax Authority
    eServices which relate to the environment - Ministry of Climate Change and Environment
    eServices for energy and infrastructure - Ministry of Energy and Infrastructure
    eServices related to traffic and licensing - Ministry of Interior
    eServices related to civil defence - Ministry of Interior 
    eServices related to crime and security - Ministry of Interior
    eServices related to punitive and reformatory - Ministry of Interior
    eServices related to visa matters - Federal Authority for Identity, Citizenship, Customs & Port Security
    eServices related to UAE citizens abroad - Ministry of Foreign Affairs."
